都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,lat,lon,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
472093,0000000114,沖縄県,名護市,10 Dental Clinic,テンデンダルクリニック,無床診療所,名護市宇茂佐の森4-1-2　具志堅ビル202,,26.60178094,127.96444966,(0980)54-0131,,,,,,,,,,,歯科,0,,
472131,0000000115,沖縄県,うるま市,沖縄県立中部病院　,オキナワケンリツナカベビョウイン　,病院,うるま市字宮里281番地,,26.35565562,127.83380798,(098)973-4111,,,,,,,,,,,内科;呼吸器内科;消化器内科;循環器内科;神経内科;心療内科;外科;呼吸器外科;消化器外科;気管食道外科;肛門外科;心臓血管外科;脳神経外科;小児外科;整形外科;形成外科;精神科;アレルギー科;リウマチ科;小児科;皮膚科;泌尿器科;産科;婦人科;眼科;耳鼻咽喉科;リハビリテーション科;放射線科;病理診断科;救急科;歯科口腔外科;麻酔科;腎臓内科;血液;腫瘍内科;感染症内科;糖尿病;代謝内科;内分泌内科;乳腺外科;耳鼻咽喉;頭頸部外科;新生児内科;緩和ケア内科,0,,
472115,0000000116,沖縄県,沖縄市,沖縄中部療育医療センター,オキナワチュウブリョウイクイリョウセンター,病院,沖縄市比屋根5丁目2番17号,,26.31275404,127.81910157,(098)932-6077,,,,,,,,,,,小児科;内科;リハビリテーション科;整形外科,0,,
472051,0000000117,沖縄県,宜野湾市,独立行政法人国立病院機構沖縄病院,ドクリツギョウセイホウジンコクリツビョウインキコウオキナワビョウイン,病院,宜野湾市我如古3丁目20番14号,,26.25247151,127.75630384,(098)898-2121,,,,,,,,,,,内科;脳神経内科;外科;整形外科;小児科;呼吸器科;放射線科;呼吸器外科;リハビリテーション科;麻酔科;病理診断科,0,,
473146,0000000118,沖縄県,金武町,独立行政法人国立病院機構琉球病院　,ドクリツギョウセイホウジンコクリツビョウインキコウリュウキュウビョウイン　,病院,金武町字金武7958番地1,,26.45151252,127.91084319,(098)968-2133,,,,,,,,,,,内科;精神科;神経科;歯科;児童精神科;麻酔科;リハビリテーション科,0,,
472051,0000000119,沖縄県,宜野湾市,医療法人緑水会　宜野湾記念病院,イリョウホウジンミドリミズカイ　ギノワンキネンビョウイン,病院,宜野湾市宜野湾3丁目3番13号,,26.26008197,127.75836727,(098)893-2101,,,,,,,,,,,内科;呼吸器内科;循環器内科;整形外科;外科;リハビリテーション科;眼科;消化器内科;消化器外科;心療内科;精神科;神経内科,0,,
473251,0000000120,沖縄県,嘉手納町,医療法人仁誠会　名嘉病院,イリョウホウジンヒトシマコトカイ　ナカビョウイン,病院,嘉手納町字嘉手納258番地,,26.36733329,127.75505220,(098)956-1161,,,,,,,,,,,内科;外科;胃腸科;整形外科;眼科;耳鼻咽喉科;リハビリテーション科;歯科;脳神経外科;皮膚科,0,,
473286,0000000121,沖縄県,中城村,社会医療法人かりゆし会　ハートライフ病院 　,シャカイイリョウホウジンカリユシカイ　ハートライフビョウイン 　,病院,中城村字伊集208番地,,26.23790385,127.77102269,(098)895-3255,,,,,,,,,,,内科;呼吸器内科;消化器内科;循環器内科;小児科;リウマチ科;外科;整形外科;脳神経外科;産婦人科;眼科;耳鼻咽喉科;皮膚科;泌尿器科;大腸;肛門外科;精神科;心療内科;リハビリテーション科;放射線科;麻酔科;血液内科;形成外科;救急科;肝臓内科;食道外科;血管外科;乳腺外科;人工透析内科;病理診断科;膵臓外科;腎臓内科;歯科,0,,
472115,0000000122,沖縄県,沖縄市,医療法人卯の会　新垣病院,イリョウホウジンウノカイ　シンガキビョウイン,病院,沖縄市安慶田4丁目10番3号,,26.32888839,127.81077696,(098)933-2756,,,,,,,,,,,精神科;心療内科,0,,
472131,0000000123,沖縄県,うるま市,医療法人社団志誠会　平和病院,イリョウホウジンシャダンココロザシマコトカイ　ヘイワビョウイン,病院,うるま市字上江洲665番地,,26.35925576,127.85954413,(098)973-2000,,,,,,,,,,,精神科;心療内科,0,,
473278,0000000124,沖縄県,北中城村,北中城若松病院　,キタナカシロワカマツビョウイン　,病院,北中城村字大城311番地,,26.28829744,127.80032076,(098)935-2277,,,,,,,,,,,精神科;神経内科;内科;リハビリテーション科,0,,
472131,0000000125,沖縄県,うるま市,いずみ病院,イズミビョウイン,病院,うるま市字栄野比1150番地,,26.39749011,127.82781009,(098)972-7788,,,,,,,,,,,精神科;内科;心療内科,0,,
472051,0000000126,沖縄県,宜野湾市,医療法人球陽会　海邦病院,イリョウホウジンキュウヨウカイ　カイホウビョウイン,病院,宜野湾市真志喜2丁目23番5号,,26.27673004,127.73681274,(098)898-2111,,,,,,,,,,,内科;整形外科;リハビリテーション科;放射線科;泌尿器科;呼吸器内科;循環器内科;消化器内科;リウマチ科;人工透析内科,0,,
472115,0000000127,沖縄県,沖縄市,沖縄中央病院　,オキナワチュウオウビョウイン　,病院,沖縄市知花五丁目26番1号,,26.36516273,127.81067620,(098)938-3188,,,,,,,,,,,精神科;心療内科,0,,
473138,0000000128,沖縄県,宜野座村,医療法人ユカリア沖縄　かんな病院　,イリョウホウジンユカリアオキナワ　カンナビョウイン　,病院,宜野座村字漢那469番地,,26.47496991,127.96265139,(098)968-3661,,,,,,,,,,,内科;外科;小児科;整形外科;皮膚科;眼科;泌尿器科;リハビリテーション科;消化器内科;循環器内科,0,,
472131,0000000129,沖縄県,うるま市,医療法人沖縄寿光会　与勝病院,イリョウホウジンオキナワジュコウカイ　ヨカツビョウイン,病院,うるま市勝連南風原3584番地,,26.32662360,127.88271369,(098)978-5235,,,,,,,,,,,内科;外科;整形外科;耳鼻咽喉科;循環器内科;呼吸器内科;消化器外科;皮膚科;リハビリテーション科;腎臓内科;人工透析内科;歯科;歯科口腔外科,0,,
472115,0000000130,沖縄県,沖縄市,医療法人タピック　沖縄リハビリテーションセンター病院,イリョウホウジンタピック　オキナワリハビリテーションセンタービョウイン,病院,沖縄市比屋根2丁目15番1号,,26.31477062,127.82408164,(098)982-1777,,,,,,,,,,,リハビリテーション科;内科;脳神経外科;整形外科;精神科,0,,
472131,0000000131,沖縄県,うるま市,うるま記念病院,ウルマキネンビョウイン,病院,うるま市字昆布1832番地397,,26.39641829,127.84043959,(098)972-6000,,,,,,,,,,,精神科;内科;老年精神科;リハビリテーション科 ,0,,
473260,0000000132,沖縄県,北谷町,北上中央病院,キタカミチュウオウビョウイン,病院,北谷町字上勢頭631番地9,,26.32928741,127.77260465,(098)936-5111,,,,,,,,,,,"内科;外科;泌尿器科;皮膚科;精神科
",0,,
472115,0000000133,沖縄県,沖縄市,翔南病院,ショウミナミビョウイン,病院,沖縄市山内3丁目14番28号,,26.32736284,127.78212075,(098)930-3020,,,,,,,,,,,内科;循環器内科;リハビリテーション科;泌尿器科;皮膚科;整形外科;糖尿病;内分泌内科;消化器内科,0,,
472115,0000000134,沖縄県,沖縄市,医療法人心和会　潮平病院,イリョウホウジンシンワカイ　シオヒラビョウイン,病院,沖縄市胡屋1丁目17番1号,,26.33620972,127.80285796,(098)937-2054,,,,,,,,,,,内科;外科;小児科;整形外科;リハビリテーション科;泌尿器科,0,,
472115,0000000135,沖縄県,沖縄市,ちゅうざん病院,チュウザンビョウイン,病院,沖縄市松本6丁目2番1号,,26.35472201,127.80974040,(098)982-1346,,,,,,,,,,,リハビリテーション科,0,,
473278,0000000136,沖縄県,北中城村,屋宜原病院,ヤギバルビョウイン,病院,北中城村字屋宜原722番地,,26.31205900,127.79181221,(098)933-1574,,,,,,,,,,,内科;皮膚科,0,,
473286,0000000137,沖縄県,中城村,うえむら病院,ウエムラビョウイン,病院,中城村字南上原803番地3,,26.24845288,127.77446923,(098)895-3535,,,,,,,,,,,産婦人科;小児科;産婦人科（生殖医療）,0,,
472131,0000000138,沖縄県,うるま市,名城病院,ナシロビョウイン,病院,うるま市字赤道175番地3,,26.35357244,127.83056109,(098)974-2121,,,,,,,,,,,産科;婦人科,0,,
473278,0000000139,沖縄県,北中城村,医療法人徳洲会　中部徳洲会病院,イリョウホウジントクシュウカイ　チュウブトクシュウカイビョウイン,病院,北中城村字比嘉801番地　,,26.31693091,127.79722275,(098)932-1110,,,,,,,,,,,内科;呼吸器内科;循環器内科;消化器内科;血液内科;腎臓内科;脳神経内科;ペインクリニック内科;外科;呼吸器外科;心臓血管外科;消化器外科;乳腺外科;小児外科;気管食道外科;肛門外科;整形外科;脳神経外科;形成外科;膵臓外科;リウマチ科;ペインクリニック外科;小児科;皮膚科;泌尿器科;産婦人科;婦人科;眼科;耳鼻咽喉科;リハビリテーション科;放射線科;病理診断科;臨床検査科;救急科;泌尿器科（人工透析）;麻酔科;歯科口腔外科,0,,
473260,0000000140,沖縄県,北谷町,医療法人徳洲会　北谷病院,イリョウホウジントクシュウカイ　チャタンビョウイン,病院,北谷町字上勢頭631番地4,,26.32968739,127.77312682,(098)936-5611,,,,,,,,,,,内科;小児科;外科;整形外科;泌尿器科;リハビリテーション科,0,,
472115,0000000141,沖縄県,沖縄市,社会医療法人敬愛会　中頭病院　,シャカイイリョウホウジンケイアイカイ　ナカガミビョウイン　,病院,沖縄市字登川610番地,,26.36636834,127.82568890,(098)939-1300,,,,,,,,,,,内科;循環器内科;消化器内科;呼吸器内科;感染症内科;血液腫瘍内科;内分泌;代謝内科（糖尿病）;腎臓内科（人工透析）;神経内科;外科;消化器外科;肛門外科;呼吸器外科;乳腺外科;心臓血管外科;脳神経外科;整形外科;形成外科;産婦人科;小児科;小児外科;泌尿器科;眼科;耳鼻いんこう科;頭頸部外科;麻酔科（上川務恵）;病理診断科;放射線科;救急科;リハビリテーション科;血管外科;皮膚科;ペインクリニック内科,0,,
472115,0000000142,沖縄県,沖縄市,中部協同病院　,チュウブキョウドウビョウイン　,病院,沖縄市美里1丁目31番15号,,26.34248996,127.81677349,(098)938-8828,,,,,,,,,,,内科;外科;小児科;整形外科;呼吸器内科;消化器内科;循環器内科;肛門外科;気管食道外科;放射線科;心臓血管外科;歯科;小児歯科;矯正歯科;リハビリテーション科;リウマチ科;精神科;心療内科;婦人科;皮膚科;泌尿器科;脳神経外科;形成外科;神経内科,0,,
472051,0000000143,沖縄県,宜野湾市,順徳医院,ジュントクイイン,有床診療所,宜野湾市大謝名1丁目19番1号,,26.26667817,127.73751037,(098)897-5456,,,,,,,,,,,内科;小児科;外科;産婦人科;麻酔科;耳鼻咽喉科;整形外科,0,,
472131,0000000144,沖縄県,うるま市,海上自衛隊沖縄基地隊医務室,カイジョウジエイタイオキナワキチタイイムシツ,有床診療所,うるま市勝連平敷屋1920番地,,26.30839587,127.91456459,(098)978-3453,,,,,,,,,,,内科;外科;歯科,0,,
473146,0000000145,沖縄県,金武町,厚生労働省第二共済組合国立療養所琉球病院所属診療所,コウセイロウドウショウダイニキョウサイクミアイコクリツリョウヨウジョリュウキュウビョウインショゾクシンリョウジョ,無床診療所,金武町字金武7958番地1,,26.45151252,127.91084319,(098)968-2133,,,,,,,,,,,内科,0,,
473243,0000000146,沖縄県,読谷村,読谷村診療所,ヨミタンソンシンリョウショ,無床診療所,読谷村字都屋167番地,,26.39355507,127.72514255,(098)956-1151,,,,,,,,,,,内科;小児科;皮膚科;リハビリテーション科,0,,
472051,0000000147,沖縄県,宜野湾市,国立療養所沖縄病院所属所診療所,コクリツリョウヨウジョオキナワビョウインショゾクジョシンリョウジョ,無床診療所,宜野湾市我如古3丁目20番14号,,26.25247151,127.75630384,(098)898-2121,,,,,,,,,,,内科;外科;整形外科;小児科;呼吸器科;歯科,0,,
472051,0000000148,沖縄県,宜野湾市,当山産婦人科医院,トウヤマサンフジンカイイン,有床診療所,宜野湾市大謝名5丁目20番8号,,26.26753904,127.73040260,(098)897-5666,,,,,,,,,,,産科;婦人科,0,,
472051,0000000149,沖縄県,宜野湾市,駐留軍要員健康保険組合伊佐浜診療所,イサハマシンリョウショ,無床診療所,宜野湾市伊佐4丁目5番7号,,26.29006539,127.75333573,(098)898-4893,,,,,,,,,,,,0,,
472131,0000000150,沖縄県,うるま市,特別養護老人ホーム楽寿園診療所,トクベツヨウゴロウジンホームラクジュエンシンリョウジョ,無床診療所,うるま市石川嘉手苅961番地17,,26.42533110,127.79759179,(098)965-4152,,,,,,,,,,,内科;外科;消化器科,0,,
472131,0000000151,沖縄県,うるま市,特別養護老人ホーム与勝の里医務室,トクベツヨウゴロウジンホームヨカツノサトイムシツ,無床診療所,うるま市勝連南風原4902番地,,26.34214967,127.87707836,(098)978-2629,,,,,,,,,,,内科;外科,0,,
472131,0000000152,沖縄県,うるま市,特別養護老人ホーム平和の村医務室,トクベツヨウゴロウジンホームヘイワノソンイムシツ,無床診療所,うるま市字昆布1832番地1,,26.39874306,127.83988400,(098)972-5000,,,,,,,,,,,内科;皮膚科,0,,
472115,0000000153,沖縄県,沖縄市,沖縄一条園診療所,オキナワイチジョウエンシンリョウショ,無床診療所,沖縄市与儀3丁目5番10号,,26.31007368,127.81626301,(098)932-9376,,,,,,,,,,,内科,0,,
472051,0000000154,沖縄県,宜野湾市,山城眼科医院,ヤマシロガンカイイン,無床診療所,宜野湾市野嵩3丁目2番8号,,26.28823848,127.77925312,(098)892-1665,,,,,,,,,,,眼科,0,,
472051,0000000155,沖縄県,宜野湾市,愛知クリニック,アイチクリニック,有床診療所,宜野湾市愛知1丁目2番12号,,26.27037852,127.76874654,(098)892-3511,,,,,,,,,,,産科;婦人科;内科;小児科;呼吸器科;胃腸科;循環器科;理学診療科;放射線科,0,,
472115,0000000156,沖縄県,沖縄市,特別養護老人ホーム緑樹園医務室,トクベツヨウゴロウジンホームリョクジュエンイムシツ,無床診療所,沖縄市胡屋7丁目2番10号,,26.32563039,127.81117143,(098)933-1205,,,,,,,,,,,内科,0,,
473260,0000000157,沖縄県,北谷町,砂辺クリニック,スナベクリニック,無床診療所,北谷町字宮城1番地43,,26.32920057,127.74552617,(098)936-6270,,,,,,,,,,,内科;皮膚科;小児科,0,,
473286,0000000158,沖縄県,中城村,春華園診療所,シュンカエンシンリョウジョ,無床診療所,中城村字添石363番地,,26.27707607,127.79667158,(098)895-4407,,,,,,,,,,,内科,0,,
473260,0000000159,沖縄県,北谷町,特別養護老人ホーム陽明園診療所,トクベツヨウゴロウジンホームヨウアケゾノシンリョウジョ,無床診療所,北谷町字吉原265番地,,26.31602211,127.77750204,(098)936-3565,,,,,,,,,,,内科,0,,
